CustomerID,Age,Gender,Tenure_Months,Monthly_Charges,Total_Charges,Contract,Payment_Method,Internet_Service,Online_Security,Tech_Support,Num_Complaints,Satisfaction_Score,Num_Products,Warehouse_To_Home_KM,Days_Since_Last_Order,Cashback_Amount,Coupons_Used,Marital_Status,Preferred_Device,Churn
CUST-05807,18.0,Male,10,113.16,1069.97,Month-to-Month,Credit Card,DSL,No,No Internet,2,3.0,1,17.1,34.0,74.36,3,Single,Desktop,No
CUST-05808,,Male,18,41.08,702.3,One Year,Bank Transfer,Fiber Optic,No,No,2,1.0,2,6.4,20.0,15.44,2,Married,Mobile,No
CUST-05809,79.0,Female,25,79.71,1927.69,One Year,Credit Card,Fiber Optic,Yes,No,3,3.0,2,1.0,58.0,234.81,5,Divorced,Desktop,No
CUST-05810,38.0,Female,23,106.72,2502.35,Month-to-Month,Credit Card,DSL,,No,1,4.0,2,5.0,19.0,167.99,4,Married,Tablet,Yes
CUST-05811,57.0,Male,29,80.41,2336.93,Month-to-Month,Bank Transfer,DSL,Yes,No,0,2.0,3,7.6,18.0,188.35,2,Married,Desktop,No
CUST-05812,62.0,Male,2,115.74,,Month-to-Month,Mailed Check,DSL,No Internet,No,2,1.0,3,6.8,24.0,255.68,3,Married,Mobile,No
CUST-05813,45.0,Male,10,28.04,244.95,Month-to-Month,Electronic Check,None,Yes,No,1,3.0,1,10.7,11.0,39.62,5,Divorced,Mobile,Yes
CUST-05814,30.0,Male,13,61.93,762.15,One Year,Bank Transfer,None,No Internet,No,0,2.0,4,10.5,2.0,61.88,0,Single,Desktop,No
CUST-05815,18.0,Female,7,115.74,886.87,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,1,3.0,3,6.7,14.0,126.28,1,Divorced,Tablet,No
CUST-05816,51.0,Female,4,55.96,276.74,One Year,Credit Card,DSL,Yes,No Internet,5,5.0,4,34.4,39.0,106.18,0,Married,Mobile,No
CUST-05817,30.0,Male,3,91.96,295.12,Two Year,Bank Transfer,Fiber Optic,No,Yes,1,4.0,2,3.7,20.0,284.98,5,Divorced,Mobile,No
CUST-05818,44.0,Female,10,21.04,154.72,Two Year,Electronic Check,DSL,No,Yes,1,3.0,1,6.2,57.0,95.44,2,Married,Desktop,Yes
CUST-05819,24.0,Male,16,87.48,1486.93,One Year,Electronic Check,Fiber Optic,No Internet,No,1,3.0,3,12.1,6.0,269.81,0,Single,Desktop,No
CUST-05820,38.0,Male,1,111.46,107.85,Month-to-Month,Electronic Check,Fiber Optic,No,No,1,5.0,3,4.2,7.0,159.62,2,Married,Mobile,No
CUST-05821,42.0,Female,70,56.27,3917.37,Month-to-Month,Credit Card,None,No,,0,5.0,1,2.4,31.0,,1,Single,Mobile,No
CUST-05822,45.0,Female,34,20.13,741.57,Two Year,Bank Transfer,DSL,No Internet,Yes,0,4.0,3,1.0,51.0,201.86,1,Married,Desktop,No
CUST-05823,26.0,Female,31,20.79,643.38,Two Year,Mailed Check,DSL,Yes,Yes,1,3.0,5,43.6,35.0,224.24,3,Single,Tablet,No
CUST-05824,58.0,Female,4,,370.52,Month-to-Month,Mailed Check,None,No,No Internet,1,4.0,1,23.0,17.0,48.97,4,Single,Mobile,No
CUST-05825,33.0,Female,22,90.25,1987.52,Two Year,Bank Transfer,None,No Internet,No,0,4.0,2,33.0,64.0,125.87,0,Married,Desktop,No
CUST-05826,18.0,Male,18,28.67,476.99,Two Year,Electronic Check,Fiber Optic,Yes,No,0,4.0,3,1.0,33.0,44.48,2,Single,Mobile,No
CUST-05827,40.0,Female,72,23.46,1538.65,Two Year,Credit Card,DSL,No Internet,No,0,4.0,4,1.1,54.0,53.12,1,Married,Mobile,No
CUST-05828,42.0,Female,33,98.48,3205.75,One Year,Bank Transfer,Fiber Optic,No,Yes,5,2.0,3,12.0,70.0,206.26,0,Married,Mobile,No
CUST-05829,44.0,Male,20,98.99,1953.41,Two Year,Electronic Check,Fiber Optic,No,No,2,5.0,3,1.0,22.0,148.57,0,Married,Desktop,No
CUST-05830,61.0,Female,45,30.05,1294.47,Two Year,Bank Transfer,None,No,No,3,5.0,2,4.7,26.0,9.58,0,Single,Tablet,No
CUST-05831,38.0,Female,4,48.15,221.36,Month-to-Month,Electronic Check,Fiber Optic,,No,1,3.0,1,54.0,32.0,280.39,3,Single,Mobile,Yes
CUST-05832,40.0,Male,1,96.0,57.13,Two Year,Electronic Check,DSL,Yes,No,0,5.0,4,6.6,107.0,207.18,2,Divorced,Desktop,No
CUST-05833,26.0,Female,28,70.54,1999.04,Month-to-Month,Electronic Check,Fiber Optic,No,No,1,4.0,5,58.2,49.0,15.89,3,Single,Tablet,Yes
CUST-05834,53.0,Male,2,113.66,165.65,Month-to-Month,Credit Card,DSL,No Internet,No,2,5.0,4,1.9,1.0,216.08,2,Married,Desktop,No
CUST-05835,44.0,Female,2,66.11,177.68,One Year,Electronic Check,DSL,No,No Internet,0,5.0,2,7.3,16.0,251.29,0,Married,Tablet,No
CUST-05836,36.0,Male,32,85.7,2678.58,One Year,Mailed Check,Fiber Optic,No,Yes,3,2.0,2,1.0,60.0,121.68,1,Married,Desktop,No
CUST-05837,18.0,Female,7,68.98,365.78,Two Year,Bank Transfer,DSL,No,No,3,3.0,5,13.4,1.0,226.34,2,Married,Desktop,No
CUST-05838,62.0,Male,23,112.3,2644.76,Month-to-Month,Credit Card,None,Yes,No Internet,1,3.0,5,6.3,29.0,86.96,1,Married,Desktop,No
CUST-05839,24.0,Male,59,57.87,3371.54,Month-to-Month,Mailed Check,Fiber Optic,No Internet,No,0,2.0,3,10.5,87.0,36.39,1,Married,Desktop,No
CUST-05840,33.0,Male,9,40.98,456.67,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,1,3.0,2,23.8,11.0,291.18,1,Married,Desktop,No
CUST-05841,47.0,Female,5,50.66,281.53,Month-to-Month,Bank Transfer,Fiber Optic,No,No,1,3.0,2,12.0,38.0,1.31,2,Single,Desktop,Yes
CUST-05842,25.0,Female,2,103.28,246.07,One Year,Credit Card,None,No,Yes,2,3.0,1,16.4,11.0,157.04,3,Married,Desktop,No
CUST-05843,21.0,Female,3,67.79,255.64,Month-to-Month,Credit Card,None,No,No Internet,1,3.0,3,9.6,30.0,29.45,3,Single,Mobile,Yes
CUST-05844,18.0,Female,1,53.43,59.06,Month-to-Month,Credit Card,None,No,Yes,1,1.0,1,20.7,82.0,178.94,1,Married,Mobile,Yes
CUST-05845,52.0,Male,2,72.43,151.06,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No,1,2.0,1,13.8,13.0,1.37,0,Married,Tablet,No
CUST-05846,34.0,Male,13,31.32,471.23,One Year,Electronic Check,DSL,No,No Internet,2,3.0,3,30.1,96.0,18.73,1,Married,Mobile,No
CUST-05847,80.0,Female,9,18.54,172.43,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,1,5.0,4,21.2,14.0,211.62,3,Married,Desktop,Yes
CUST-05848,28.0,Male,29,46.06,1299.33,One Year,Electronic Check,Fiber Optic,No Internet,No Internet,2,5.0,3,4.0,14.0,242.89,2,Married,Mobile,Yes
CUST-05849,,Female,49,78.5,3875.79,Month-to-Month,Bank Transfer,DSL,Yes,Yes,2,3.0,2,11.2,43.0,238.24,0,Married,Desktop,No
CUST-05850,34.0,Female,36,89.17,3104.44,Month-to-Month,Electronic Check,DSL,No,No Internet,3,4.0,3,31.2,13.0,52.17,3,Married,Desktop,Yes
CUST-05851,45.0,Male,18,100.66,1877.86,Two Year,Mailed Check,Fiber Optic,No Internet,No,0,5.0,2,29.4,11.0,1.58,4,Single,Desktop,No
CUST-05852,35.0,Male,2,110.67,,Month-to-Month,Credit Card,Fiber Optic,No Internet,,0,3.0,3,9.7,6.0,224.76,0,Single,Desktop,Yes
CUST-05853,50.0,Female,29,59.21,,One Year,Credit Card,Fiber Optic,No,No,1,4.0,3,5.6,2.0,55.0,4,Single,Desktop,No
CUST-05854,28.0,Male,10,92.05,978.49,One Year,Bank Transfer,Fiber Optic,Yes,No,4,5.0,1,3.5,54.0,95.65,4,Married,Mobile,Yes
CUST-05855,22.0,Male,2,25.47,46.73,One Year,Credit Card,Fiber Optic,No,Yes,0,2.0,1,3.2,19.0,82.41,1,Married,Tablet,No
CUST-05856,18.0,Male,44,23.75,1039.67,One Year,Mailed Check,DSL,No Internet,No,3,1.0,3,2.3,31.0,279.49,2,Divorced,Tablet,Yes
CUST-05857,18.0,Female,9,30.48,212.84,One Year,Credit Card,Fiber Optic,No,No,1,4.0,2,118.5,19.0,263.12,5,Married,Mobile,Yes
CUST-05858,,Female,5,62.86,401.7,One Year,Bank Transfer,None,No,No Internet,2,3.0,2,16.3,14.0,136.08,3,Married,Mobile,No
CUST-05859,37.0,Male,49,39.13,1893.12,Month-to-Month,Credit Card,DSL,No,No Internet,0,3.0,3,5.7,15.0,237.66,0,Divorced,Mobile,No
CUST-05860,33.0,Male,55,46.69,,Month-to-Month,Electronic Check,Fiber Optic,No,No,7,5.0,2,5.2,2.0,223.58,2,Divorced,Desktop,Yes
CUST-05861,59.0,Male,9,82.79,757.81,Two Year,Credit Card,DSL,No Internet,Yes,0,5.0,4,5.5,33.0,141.07,2,Married,Mobile,No
CUST-05862,59.0,Female,10,53.85,471.48,Two Year,Electronic Check,DSL,No,No,1,3.0,2,30.9,21.0,28.82,2,Married,Desktop,Yes
CUST-05863,37.0,Male,20,73.74,1387.57,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,2,,3,10.8,2.0,232.12,1,Single,Desktop,No
CUST-05864,18.0,Male,31,59.24,1836.72,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,1,5.0,2,4.8,29.0,203.33,2,Married,Desktop,No
CUST-05865,34.0,Female,1,34.9,12.21,Month-to-Month,Credit Card,Fiber Optic,No,No,2,3.0,2,24.0,7.0,46.91,2,Single,Desktop,Yes
CUST-05866,33.0,Female,21,25.4,528.93,One Year,Bank Transfer,DSL,No,No,1,2.0,1,20.8,4.0,,0,Married,Mobile,No
CUST-05867,32.0,Female,72,,3049.91,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,1,5.0,4,9.5,113.0,238.52,1,Divorced,Mobile,Yes
CUST-05868,32.0,Female,7,23.77,177.64,One Year,Credit Card,DSL,No,No Internet,1,2.0,2,,2.0,230.5,2,Married,Mobile,No
CUST-05869,32.0,Male,57,79.86,4589.95,Two Year,Electronic Check,DSL,No Internet,No,2,3.0,2,20.1,39.0,291.37,0,Married,Mobile,No
CUST-05870,36.0,Male,71,97.57,6949.74,Two Year,Credit Card,DSL,No,No Internet,2,2.0,1,1.0,35.0,138.98,2,Single,Desktop,No
CUST-05871,33.0,Male,7,51.97,347.97,Month-to-Month,Credit Card,None,No Internet,No,2,5.0,2,31.3,22.0,247.9,3,Divorced,Mobile,No
CUST-05872,44.0,Male,33,56.71,1821.34,Two Year,Bank Transfer,DSL,No,No Internet,1,2.0,2,5.1,2.0,2.21,4,Single,Desktop,No
CUST-05873,47.0,Female,6,99.62,610.96,One Year,Credit Card,DSL,No,Yes,1,2.0,1,59.5,10.0,192.78,1,Divorced,Mobile,No
CUST-05874,29.0,Female,32,40.26,1292.51,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,3,4.0,3,35.8,5.0,83.66,2,Married,Tablet,No
CUST-05875,59.0,Female,38,29.92,1182.72,Month-to-Month,Credit Card,Fiber Optic,No,No,3,2.0,1,1.0,123.0,46.89,0,Single,Desktop,Yes
CUST-05876,28.0,Male,6,68.11,401.11,One Year,Electronic Check,Fiber Optic,No,Yes,2,,1,14.6,3.0,221.48,3,Married,Tablet,No
CUST-05877,19.0,Female,30,82.62,2463.73,Two Year,Bank Transfer,Fiber Optic,No Internet,Yes,3,2.0,2,50.3,0.0,111.35,1,Single,Mobile,No
CUST-05878,47.0,Female,40,77.97,3107.33,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,1,4.0,2,12.5,7.0,184.17,2,Married,Tablet,No
CUST-05879,30.0,Male,10,89.39,847.96,Month-to-Month,Credit Card,DSL,Yes,No,3,2.0,2,14.3,46.0,249.15,3,Married,Tablet,No
CUST-05880,46.0,Female,4,23.68,167.07,Month-to-Month,Credit Card,None,Yes,No Internet,1,3.0,3,40.1,55.0,161.28,3,Married,Mobile,Yes
CUST-05881,18.0,Male,2,60.82,178.62,Two Year,Electronic Check,Fiber Optic,No,No,1,5.0,2,12.8,36.0,131.91,5,Single,Desktop,No
CUST-05882,61.0,Male,20,41.86,776.55,Two Year,Credit Card,DSL,No Internet,No Internet,2,2.0,2,4.2,17.0,186.29,2,Married,Desktop,No
CUST-05883,51.0,Female,72,93.91,6801.72,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No Internet,1,5.0,3,9.3,46.0,298.82,2,Married,Mobile,No
CUST-05884,20.0,Female,41,105.27,4223.82,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,2,4.0,2,6.5,33.0,38.06,3,Divorced,Mobile,No
CUST-05885,21.0,Male,13,46.13,648.95,Two Year,Credit Card,DSL,Yes,,3,5.0,5,2.7,151.0,81.35,1,Married,Desktop,No
CUST-05886,65.0,Male,18,27.52,460.54,One Year,Electronic Check,None,No,No Internet,0,3.0,4,3.6,17.0,280.27,0,Married,Mobile,No
CUST-05887,31.0,Female,7,43.34,321.38,Two Year,Mailed Check,Fiber Optic,Yes,No Internet,1,,1,1.0,6.0,298.45,2,Divorced,Mobile,No
CUST-05888,30.0,Female,4,28.4,17.12,Two Year,Bank Transfer,Fiber Optic,No,No,1,4.0,2,2.8,2.0,167.34,4,Married,Mobile,No
CUST-05889,18.0,Female,15,50.24,693.66,Month-to-Month,Mailed Check,Fiber Optic,No,No,1,1.0,2,4.5,29.0,5.19,1,Married,Mobile,Yes
CUST-05890,37.0,Male,14,71.82,1028.92,One Year,Mailed Check,DSL,Yes,No Internet,3,4.0,2,21.3,81.0,249.07,1,Divorced,Mobile,Yes
CUST-05891,38.0,Male,17,115.37,1926.24,Month-to-Month,Credit Card,None,No,No,1,2.0,1,6.8,46.0,189.2,1,Married,Mobile,No
CUST-05892,52.0,Male,72,57.94,4129.68,Two Year,Credit Card,Fiber Optic,No,Yes,1,3.0,2,17.6,39.0,157.62,2,Married,Mobile,No
CUST-05893,22.0,Male,22,40.0,949.79,One Year,Bank Transfer,Fiber Optic,No,No,0,4.0,3,83.4,21.0,289.65,0,Married,Tablet,No
CUST-05894,20.0,Male,22,34.68,873.51,Two Year,Bank Transfer,Fiber Optic,No,No,1,4.0,2,13.1,5.0,39.95,2,Married,Desktop,No
CUST-05895,48.0,Male,3,35.3,152.75,Two Year,Bank Transfer,None,No,Yes,0,4.0,4,14.3,9.0,103.41,1,Married,Desktop,No
CUST-05896,56.0,Female,72,37.26,2628.13,Month-to-Month,Bank Transfer,Fiber Optic,No,No,0,2.0,3,12.1,9.0,187.89,2,Divorced,Mobile,No
CUST-05897,20.0,Male,35,94.23,3386.23,Month-to-Month,Bank Transfer,DSL,No Internet,No,3,4.0,3,7.6,32.0,1.4,2,Single,Tablet,No
CUST-05898,57.0,Female,50,24.1,1126.93,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,2,2.0,3,3.1,58.0,259.59,0,Married,Mobile,No
CUST-05899,42.0,Male,12,117.74,1397.66,Two Year,Credit Card,Fiber Optic,No,No,1,5.0,4,56.9,4.0,228.64,1,Single,Desktop,No
CUST-05900,57.0,Male,16,70.27,1127.06,Two Year,Electronic Check,None,No Internet,No Internet,0,3.0,1,9.8,1.0,70.47,2,Married,Mobile,No
CUST-05901,41.0,Male,17,72.43,,Two Year,Mailed Check,Fiber Optic,No Internet,No,3,5.0,4,41.2,21.0,92.39,2,Single,Desktop,No
CUST-05902,18.0,Female,5,53.76,314.43,One Year,Electronic Check,DSL,Yes,No,2,5.0,2,4.5,68.0,91.66,4,Married,Mobile,No
CUST-05903,39.0,Male,28,87.03,2413.65,Month-to-Month,Credit Card,DSL,No Internet,No,1,2.0,3,1.7,97.0,258.34,3,Married,Desktop,No
CUST-05904,56.0,Female,55,65.15,3536.0,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,1,1.0,3,15.2,19.0,96.31,0,Single,Mobile,No
CUST-05905,29.0,Female,4,50.91,253.75,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,1,5.0,1,28.6,8.0,83.77,1,Single,Tablet,No
CUST-05906,,Female,2,44.51,62.35,One Year,Mailed Check,DSL,No Internet,No,1,4.0,2,16.3,43.0,221.9,3,Single,Desktop,Yes
CUST-05907,39.0,Male,32,110.57,3549.08,Two Year,Electronic Check,Fiber Optic,Yes,Yes,0,2.0,3,20.4,5.0,173.62,3,Married,Mobile,No
CUST-05908,18.0,Female,7,47.1,261.21,Month-to-Month,Electronic Check,None,No,,1,5.0,4,14.1,52.0,107.79,2,Married,Mobile,Yes
CUST-05909,65.0,Female,23,61.64,1446.18,Two Year,Credit Card,DSL,No Internet,No,2,,1,20.6,61.0,172.83,0,Single,Mobile,No
CUST-05910,29.0,Male,28,53.03,1509.27,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,1,3.0,2,6.3,11.0,275.83,0,Married,Mobile,No
CUST-05911,49.0,Female,9,26.62,177.5,Month-to-Month,Electronic Check,DSL,Yes,No Internet,0,5.0,2,7.4,6.0,135.16,4,Married,Mobile,No
CUST-05912,40.0,Female,40,36.59,1515.18,One Year,Mailed Check,DSL,No,Yes,2,4.0,2,22.7,3.0,1.42,4,Married,Desktop,No
CUST-05913,59.0,Female,19,36.95,729.79,Month-to-Month,Electronic Check,DSL,No,No,2,3.0,4,24.3,28.0,220.15,2,Married,Mobile,No
CUST-05914,47.0,Female,48,87.36,4230.28,Two Year,Bank Transfer,Fiber Optic,No Internet,No Internet,2,1.0,2,1.3,120.0,299.47,1,Married,Desktop,No
CUST-05915,38.0,Female,34,58.66,1975.51,Month-to-Month,Electronic Check,None,No Internet,No,1,5.0,1,1.0,17.0,15.74,2,Single,Desktop,Yes
CUST-05916,29.0,Female,48,96.2,4626.55,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,2,2.0,2,16.5,9.0,183.4,2,Single,Desktop,No
CUST-05917,53.0,Male,1,88.9,92.07,Two Year,Electronic Check,DSL,No,No,2,3.0,1,1.3,52.0,119.55,1,Divorced,Desktop,No
CUST-05918,18.0,Female,6,37.2,215.79,Two Year,Credit Card,DSL,No,Yes,3,4.0,2,2.8,37.0,169.36,3,Married,Desktop,Yes
CUST-05919,51.0,Female,2,74.29,157.11,One Year,Electronic Check,Fiber Optic,No,No Internet,3,1.0,2,3.3,2.0,92.35,4,Married,Mobile,No
CUST-05920,26.0,Female,14,92.29,1354.88,Month-to-Month,Mailed Check,DSL,No,Yes,0,4.0,2,10.7,9.0,225.98,1,Married,Mobile,No
CUST-05921,59.0,Female,52,81.3,,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,1,,4,3.4,14.0,27.98,3,Married,Mobile,No
CUST-05922,44.0,Male,15,78.0,1110.91,Month-to-Month,Bank Transfer,DSL,No,No,1,1.0,4,3.0,7.0,26.97,3,Divorced,Mobile,No
CUST-05923,51.0,Male,45,91.96,,Month-to-Month,Electronic Check,DSL,No Internet,No,5,4.0,2,1.0,64.0,162.07,2,Married,Desktop,No
CUST-05924,43.0,Male,9,23.68,272.68,Two Year,Electronic Check,DSL,,Yes,1,4.0,2,21.8,6.0,96.29,4,Single,Mobile,No
CUST-05925,18.0,Male,9,91.14,812.7,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,0,4.0,5,2.2,47.0,276.93,2,Divorced,Mobile,No
CUST-05926,29.0,Male,54,45.27,2470.0,Month-to-Month,Electronic Check,DSL,No,Yes,2,4.0,2,12.6,40.0,57.71,0,Married,Mobile,No
CUST-05927,51.0,Female,13,75.19,1002.17,One Year,Bank Transfer,DSL,No,Yes,3,3.0,1,5.3,0.0,232.74,2,Divorced,Tablet,No
CUST-05928,44.0,Male,37,42.23,1520.01,Two Year,Mailed Check,Fiber Optic,No Internet,Yes,1,3.0,3,3.0,9.0,292.39,2,Married,Desktop,No
CUST-05929,58.0,Female,6,101.88,592.18,Month-to-Month,Mailed Check,Fiber Optic,No Internet,No,1,2.0,1,6.4,21.0,98.02,4,Single,Tablet,Yes
CUST-05930,47.0,Female,71,66.06,4727.8,Month-to-Month,Bank Transfer,None,No,Yes,0,2.0,3,4.5,7.0,275.26,4,Single,Tablet,Yes
CUST-05931,28.0,Male,20,82.29,1621.01,Month-to-Month,Mailed Check,DSL,Yes,No,1,5.0,4,8.5,51.0,95.08,2,Married,Desktop,Yes
CUST-05932,30.0,Male,34,97.41,3360.71,Month-to-Month,Bank Transfer,DSL,Yes,No,4,4.0,1,17.6,4.0,166.24,1,Single,Mobile,No
CUST-05933,43.0,Female,2,107.53,280.31,Month-to-Month,Electronic Check,Fiber Optic,No,No,1,2.0,2,1.0,5.0,,1,Married,Mobile,No
CUST-05934,18.0,Female,16,91.21,1516.54,One Year,Credit Card,DSL,No Internet,Yes,0,3.0,2,3.0,26.0,79.27,1,Single,Tablet,No
CUST-05935,65.0,Female,55,32.88,1907.39,Month-to-Month,Credit Card,Fiber Optic,Yes,No,0,5.0,5,1.3,0.0,15.78,2,Divorced,Mobile,No
CUST-05936,48.0,Female,50,103.45,5167.96,Month-to-Month,Mailed Check,DSL,No,No Internet,2,5.0,3,51.5,149.0,8.96,2,Married,Desktop,No
CUST-05937,59.0,Female,1,79.86,88.72,Month-to-Month,Mailed Check,None,Yes,No Internet,2,4.0,1,12.8,22.0,298.69,2,Married,Mobile,No
CUST-05938,19.0,Female,8,78.94,647.55,Two Year,Bank Transfer,DSL,No,No,2,,1,25.8,31.0,,6,Married,Mobile,No
CUST-05939,59.0,Female,14,110.13,1538.8,One Year,Bank Transfer,Fiber Optic,No,No,1,5.0,1,4.7,8.0,100.94,2,Married,Desktop,No
CUST-05940,73.0,Female,4,42.88,198.63,Two Year,Bank Transfer,None,No,No,0,4.0,1,33.9,92.0,204.32,2,Married,Tablet,Yes
CUST-05941,23.0,Female,31,41.96,1215.2,Month-to-Month,Mailed Check,None,No,No,0,4.0,2,14.9,12.0,158.09,1,Single,Mobile,No
CUST-05942,52.0,Male,4,69.32,287.53,Two Year,Credit Card,Fiber Optic,No Internet,Yes,1,5.0,2,7.8,4.0,275.37,2,Married,Desktop,No
CUST-05943,42.0,Female,10,93.09,862.03,Month-to-Month,Credit Card,None,No,No,3,3.0,1,13.8,18.0,74.71,2,Married,Desktop,No
CUST-05944,20.0,Male,26,62.72,1582.59,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,1,4.0,3,2.0,4.0,153.73,0,Married,Mobile,No
CUST-05945,48.0,Female,15,81.39,1257.49,One Year,Mailed Check,DSL,No Internet,No,0,2.0,1,5.6,98.0,1.94,0,Single,Mobile,No
CUST-05946,53.0,Male,32,63.25,2014.04,One Year,Credit Card,None,Yes,No,7,2.0,5,11.6,21.0,218.24,1,Single,Desktop,No
CUST-05947,33.0,Male,72,79.04,5725.76,Two Year,Electronic Check,Fiber Optic,No,No Internet,1,5.0,3,15.3,27.0,173.42,3,Single,Mobile,No
CUST-05948,58.0,Male,2,100.23,189.42,One Year,Electronic Check,DSL,No Internet,No,2,4.0,1,3.7,19.0,186.98,0,Married,Mobile,No
CUST-05949,18.0,Male,29,36.05,1100.77,Month-to-Month,Credit Card,Fiber Optic,No Internet,No,3,3.0,2,72.2,7.0,217.75,2,Married,Desktop,No
CUST-05950,21.0,Male,6,87.54,513.29,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,2,3.0,5,26.9,5.0,114.41,0,Married,Mobile,Yes
CUST-05951,43.0,Female,12,96.74,1063.13,Month-to-Month,Electronic Check,None,Yes,No,0,5.0,1,13.0,100.0,46.92,2,Single,Mobile,Yes
CUST-05952,42.0,Male,1,62.71,73.98,Month-to-Month,Credit Card,None,No Internet,No,2,5.0,1,,11.0,55.25,2,Single,Tablet,No
CUST-05953,31.0,Male,3,50.32,42.52,One Year,Bank Transfer,DSL,No Internet,No,0,3.0,1,10.8,1.0,219.58,1,Single,Mobile,No
CUST-05954,53.0,Male,9,19.35,101.51,One Year,Electronic Check,DSL,No,No,0,4.0,3,,,298.25,3,Married,Mobile,No
CUST-05955,49.0,Female,10,97.71,932.95,Two Year,Credit Card,Fiber Optic,Yes,No,2,4.0,2,20.9,8.0,134.78,2,Single,Tablet,No
CUST-05956,54.0,Male,55,50.79,2743.06,One Year,Bank Transfer,Fiber Optic,No,,1,4.0,1,3.7,36.0,51.55,3,Divorced,Tablet,No
CUST-05957,40.0,Male,32,53.73,1692.11,One Year,Credit Card,DSL,No,No,0,5.0,2,7.8,14.0,20.92,5,Married,Mobile,No
CUST-05958,50.0,Female,72,51.6,3663.1,Month-to-Month,Bank Transfer,DSL,No Internet,Yes,2,2.0,1,4.6,81.0,144.4,3,Divorced,Mobile,No
CUST-05959,35.0,Female,21,67.87,1354.97,Month-to-Month,Credit Card,DSL,No,No,1,4.0,2,19.2,17.0,214.87,0,Single,Mobile,Yes
CUST-05960,70.0,Male,6,,606.59,Two Year,Bank Transfer,Fiber Optic,,No,0,2.0,1,21.8,33.0,180.64,1,Single,Mobile,No
CUST-05961,30.0,Male,9,95.19,822.8,Two Year,Credit Card,DSL,No,No Internet,3,4.0,1,17.3,56.0,87.46,2,Married,Mobile,No
CUST-05962,71.0,Male,9,57.26,403.8,Month-to-Month,Bank Transfer,DSL,No,No,0,2.0,3,11.8,59.0,178.34,1,Married,Desktop,No
CUST-05963,42.0,Female,9,84.31,740.74,Two Year,Credit Card,Fiber Optic,No,No,0,4.0,3,7.7,24.0,163.0,0,Married,Mobile,No
CUST-05964,22.0,Male,26,90.07,2285.58,One Year,Electronic Check,DSL,No,No,3,4.0,3,62.3,48.0,65.05,2,Married,Tablet,No
CUST-05965,,Female,18,47.69,814.17,Two Year,Electronic Check,DSL,No,No Internet,1,5.0,3,1.0,8.0,122.76,0,Married,Mobile,No
CUST-05966,43.0,Male,11,27.66,339.78,Month-to-Month,Credit Card,None,Yes,Yes,1,,1,2.0,27.0,262.65,1,Single,Desktop,No
CUST-05967,53.0,Female,3,107.47,300.0,One Year,Mailed Check,Fiber Optic,Yes,No,0,5.0,2,13.7,1.0,225.75,2,Single,Mobile,Yes
CUST-05968,59.0,Male,1,85.71,28.08,Month-to-Month,Electronic Check,DSL,No,No,1,2.0,2,21.1,12.0,278.87,0,Single,Desktop,Yes
CUST-05969,46.0,Male,5,82.81,436.36,One Year,Electronic Check,None,Yes,No,1,3.0,2,47.4,12.0,267.6,3,Married,Mobile,Yes
CUST-05970,33.0,Male,2,23.89,105.28,Month-to-Month,Bank Transfer,DSL,No,No Internet,0,3.0,4,10.1,62.0,74.22,1,Single,Tablet,No
CUST-05971,55.0,Male,36,99.79,3619.28,Month-to-Month,Credit Card,Fiber Optic,No,No,3,4.0,4,4.6,19.0,258.64,2,Married,Mobile,Yes
CUST-05972,42.0,Male,2,74.61,26.54,One Year,Mailed Check,Fiber Optic,No,No Internet,4,1.0,1,29.9,40.0,184.52,1,Married,Mobile,No
CUST-05973,51.0,Female,30,102.79,3027.95,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,1,5.0,2,8.7,19.0,288.64,3,Married,Mobile,No
CUST-05974,18.0,Female,11,115.46,1272.43,One Year,Electronic Check,Fiber Optic,Yes,Yes,2,3.0,1,2.1,11.0,58.75,2,Divorced,Mobile,Yes
CUST-05975,48.0,Male,1,113.71,,One Year,Bank Transfer,DSL,Yes,No,1,4.0,3,11.1,84.0,103.15,6,Married,Mobile,No
